"","X","species","biome","system","Country.list","Class","lengthyear","Decimal.Latitude","Decimal.Longitude","id","n","intercept","slope","intercept_se","slope_se","intercept_p","slope_p","Red.List.status"
"5203",5203,"Megascops kennicottii","Temperate coniferous forests","Terrestrial","Canada","Aves",15,49.318333,-124.314722,14860,14,219.563137254902,-0.110098039215686,38.0616945614539,0.0190737123547922,4.86303965681993e-05,4.83224277641985e-05,"LC"
"5204",5204,"Melanerpes aurifrons","Temperate broadleaf and mixed forests","Terrestrial","United States, Canada","Aves",41,48.99722,-97.22917,3003,82,89.9918978145172,-0.0452835477104837,3.60724931206226,0.00181219916324818,4.74490269508814e-40,4.21592868231758e-40,"LC"
"5205",5205,"Melanerpes carolinus","Temperate broadleaf and mixed forests","Terrestrial","United States, Canada","Aves",41,48.99722,-97.22917,3004,82,-94.6869174627368,0.0474814158387682,2.32032365589684,0.00116567728590882,3.04488924610868e-56,3.51413100516929e-56,"LC"
"5206",5206,"Melanerpes carolinus","Boreal forests/taiga","Terrestrial","Canada","Aves",44,60.108611,-113.6425,13527,43,-74.4021238784043,0.0370684721529622,6.55341210083168,0.00328979559512557,1.59752553680314e-14,2.04103831259862e-14,"LC"
"5207",5207,"Melanerpes carolinus","Boreal forests/taiga","Terrestrial","Canada","Aves",44,51.433288,-87.125633,13726,43,-74.4021238784043,0.0370684721529622,6.55341210083168,0.00328979559512557,1.59752553680314e-14,2.04103831259862e-14,"LC"
"5208",5208,"Melanerpes erythrocephalus","Temperate broadleaf and mixed forests","Terrestrial","Canada","Aves",44,50,-86,3916,88,86.6681678444525,-0.0436399568810636,2.53055903275656,0.00127033396207622,1.17507704418167e-52,9.15446652949885e-53,"NT"
"5209",5209,"Melanerpes erythrocephalus","Boreal forests/taiga","Terrestrial","Canada","Aves",44,55.443204,-97.404876,14161,43,85.777960367842,-0.043104563420769,3.73022503322096,0.00187256313112982,8.66760953756389e-26,8.32005767790702e-26,"NT"
"5210",5210,"Melanerpes erythrocephalus","Boreal forests/taiga","Terrestrial","Canada","Aves",44,60.108611,-113.6425,13597,43,88.0321505913711,-0.0442778610694654,3.14377450661434,0.00157816651307727,3.05949463457086e-29,2.82620646055622e-29,"NT"
"5211",5211,"Melanerpes erythrocephalus","Temperate broadleaf and mixed forests","Terrestrial","United States, Canada","Aves",41,48.99722,-97.22917,3000,82,108.828726860207,-0.0547666315533584,3.01298554241288,0.0015136547009882,4.00301540372105e-52,3.50782218726059e-52,"NT"
"5212",5212,"Melanerpes formicivorus","Temperate broadleaf and mixed forests","Terrestrial","United States, Canada","Aves",41,48.99722,-97.22917,3001,82,-46.1139188276418,0.0231574504705196,8.16741711950029,0.00410312268141942,2.29112278286103e-07,2.31253165517363e-07,"LC"
"5213",5213,"Melanerpes lewis","Temperate grasslands savannas and shrublands","Terrestrial","Canada","Aves",44,60,-98,3917,88,68.8616512955644,-0.0346706192358367,4.36106979763983,0.00218924553950909,2.0674007565804e-27,1.70452656329559e-27,"LC"
"5214",5214,"Melanerpes lewis","Temperate coniferous forests","Terrestrial","Canada","Aves",42,56.159482,-125.441985,14722,41,32.6197563676634,-0.0165267290848687,10.5240774759726,0.00528572227913575,0.00349615169688964,0.00324624041802346,"LC"
"5215",5215,"Melanerpes lewis","Temperate broadleaf and mixed forests","Terrestrial","United States, Canada","Aves",41,48.99722,-97.22917,2999,82,70.7084731113092,-0.0358090916457337,4.58573252858957,0.00230376664662499,5.96035401508293e-26,3.63961486672902e-26,"LC"
"5216",5216,"Melanerpes uropygialis","Temperate broadleaf and mixed forests","Terrestrial","United States, Canada","Aves",41,48.99722,-97.22917,3002,82,90.8662633137954,-0.0456974850272984,2.15911758117105,0.00108469105832768,2.72542196787845e-57,2.50825671114022e-57,"LC"
"5217",5217,"Melanitta americana","Unknown","Marine","Canada","Aves",11,49.4825,-124.067222,12187,10,255.235921436521,-0.127490770521376,66.2438966102247,0.0330310638120792,0.00319668053132338,0.0031616776774413,"NT"
"5218",5218,"Melanitta deglandi","Temperate floodplain rivers and wetlands","Freshwater","Canada","Aves",42,55.142948,-114.807219,14724,41,46.4928572390424,-0.023736830627392,7.4314939768352,0.00373247093346686,1.8691777710084e-07,1.33246535640141e-07,"LC"
"5219",5219,"Melanitta deglandi","Temperate coastal rivers","Freshwater","Canada","Aves",44,56.159482,-125.441985,14725,43,72.8008172191103,-0.0368216955750559,6.16076356997324,0.00309268706793762,4.29947299640326e-15,3.35063806715127e-15,"LC"
"5220",5220,"Melanitta deglandi","Temperate coastal rivers","Freshwater","Canada","Aves",44,60.108611,-113.6425,14723,43,68.5448483126233,-0.0346959847839004,5.85520845108885,0.00293929920391998,5.85883116695581e-15,4.45497084854089e-15,"LC"
"5221",5221,"Melanitta deglandi","Temperate coastal rivers","Freshwater","Canada","Aves",11,49.4825,-124.067222,13372,10,214.563409153602,-0.107064564157384,77.1464596812079,0.0384673873821102,0.0194090626399716,0.0193423135216489,"LC"
"5222",5222,"Melanitta deglandi","Polar freshwaters","Freshwater","Canada","Aves",42,63.748366,-136.036766,18122,41,10.4794175457107,-0.00537272838740112,8.41746988367817,0.00422343537977462,0.220215334959527,0.210497535271148,"LC"
"5223",5223,"Melanitta nigra","Unknown","Marine","Sweden","Aves",21,57.9,16.8,12578,20,41.4445084186579,-0.0210699947091578,35.0034306601551,0.0175235314690242,0.250289526434535,0.243258026674872,"LC"
"5224",5224,"Melanitta nigra","Unknown","Marine","Estonia","Aves",15,59.433333,24.75,12577,14,-132.231658955717,0.0658666556510244,60.721049433218,0.0303528558981191,0.0470235274110743,0.0477012434197112,"LC"
"5225",5225,"Melanitta nigra","Unknown","Marine","Sweden","Aves",21,57,12,12575,20,-101.301668386802,0.0505391404646419,33.0317216074546,0.0165364480608803,0.00608573213468523,0.00623298956545934,"LC"
"5226",5226,"Melanitta nigra","Polar freshwaters","Freshwater","Norway","Aves",9,69.14694,29.21528,2508,8,-11.6540903919752,0.00550212017788854,138.861649534993,0.0694133998528929,0.935177462718498,0.938767984976845,"LC"
"5227",5227,"Melanitta nigra","Unknown","Marine","Poland","Aves",21,54.755,17.215,12576,20,10.1433310808922,-0.00533920819024106,31.0293266188356,0.0155340025595476,0.747143815317233,0.734650694855912,"LC"
"5228",5228,"Melanitta nigra","Temperate broadleaf and mixed forests","Terrestrial","Spain","Aves",34,40.71028,0.84417,7193,24,20.6439909713923,-0.0106455696228915,18.3922257760173,0.00923273574851371,0.27278355020076,0.260255234597045,"LC"
"5229",5229,"Melanitta nigra","Unknown","Marine","Belgium","Aves",8,51.234722,2.975556,12654,6,14.0913956241029,-0.00712879879739948,179.111864741733,0.0899550246724469,0.939850360508159,0.939411994867518,"LC"
"5230",5230,"Melanitta nigra","Unknown","Marine","Spain","Aves",6,37,-6.41667,6650,5,-573.051431960648,0.28562955431281,223.873997579612,0.111657798603635,0.0506647398877491,0.0507649078152113,"LC"
"5231",5231,"Melanitta perspicillata","Temperate coastal rivers","Freshwater","Canada","Aves",22,60.108611,-113.6425,14726,21,79.9086954394138,-0.0401674323406437,25.2129333929863,0.0126000973820897,0.00462033627796423,0.00442634163127358,"LC"
"5232",5232,"Melanodryas cucullata","Temperate grasslands savannas and shrublands","Terrestrial","Australia","Aves",28,-34.35,143.95,8725,56,119.485009313789,-0.0600864827987515,8.90397160803395,0.00447207081535621,3.85606810663502e-19,3.65607548608765e-19,"LC"
"5233",5233,"Melanogrammus aeglefinus","Unknown","Marine","United Kingdom, Norway, Denmark, Germany, Netherlands","Actinopterygii",21,55,4,1486,20,79.5573150073692,-0.0404553029155368,20.9796929517433,0.0105930751374341,0.00114337792014315,0.00107375681252663,"VU"
"5234",5234,"Melanogrammus aeglefinus","Unknown","Marine","United Kingdom, Norway, Denmark, Germany, Netherlands","Actinopterygii",23,55,4,1487,22,85.0181644077318,-0.043195567184708,16.7385538679916,0.00844736398241408,4.3500966711399e-05,4.00412367465513e-05,"VU"
"5235",5235,"Melanogrammus aeglefinus","Unknown","Marine","Faroe Islands","Actinopterygii",25,62,-8,1475,24,104.466194337143,-0.0526823417353123,21.8242464699685,0.0110083683726834,7.14298420512112e-05,7.16189438990395e-05,"VU"
"5236",5236,"Melanogrammus aeglefinus","Unknown","Marine","United Kingdom, Ireland","Actinopterygii",19,53.66667,-5,1480,18,-89.5955944250497,0.0446507195194644,38.3799820786926,0.0191755297536297,0.0313587791085506,0.031737830495771,"VU"
"5237",5237,"Melanogrammus aeglefinus","Unknown","Marine","Canada","Actinopterygii",18,43,-65.3,1483,17,75.0672514619874,-0.0380116959064323,50.6397163033327,0.0255884397948121,0.156539662035963,0.155719062762478,"VU"
"5238",5238,"Melanogrammus aeglefinus","Unknown","Marine","United Kingdom, Norway, Sweden, Denmark, Netherlands","Actinopterygii",38,56.99417,-6.10778,1490,37,6.38711140994507,-0.00348118917335992,10.3737419348071,0.00521547303474367,0.541861809773489,0.508611798972904,"VU"
"5239",5239,"Melanogrammus aeglefinus","Unknown","Marine","Faroe Islands","Actinopterygii",40,62,-7.01667,1478,39,32.850715326814,-0.0164705118431848,13.8332251315865,0.00695124654147616,0.0225747445303638,0.0228603448311088,"VU"
"5240",5240,"Melanogrammus aeglefinus","Unknown","Marine","United Kingdom","Actinopterygii",30,56.78333,-8.78333,1479,29,35.9443941606353,-0.0182099837782384,18.7164302092975,0.00939098932803907,0.0646805469239251,0.0622755429527911,"VU"
"5241",5241,"Melanogrammus aeglefinus","Unknown","Marine","Canada","Actinopterygii",22,46.06667,-57,4418,21,-23.1994488846773,0.0113215545940824,28.5900910681289,0.0144102476197193,0.426209090524733,0.440841774393475,"VU"
"5242",5242,"Melanogrammus aeglefinus","Unknown","Marine","Norway","Actinopterygii",34,64.33333,6,2535,33,16.3787177021863,-0.00853468823375818,12.2721966764233,0.00617616414437076,0.191136743456336,0.176293774965589,"VU"
"5243",5243,"Melanogrammus aeglefinus","Unknown","Marine","Iceland","Actinopterygii",20,63,-21,1477,19,-145.330817610066,0.073342005244857,36.3834693334828,0.0183754036319467,0.000776022856868978,0.000781546395006876,"VU"
"5244",5244,"Melanogrammus aeglefinus","Unknown","Marine","United States","Actinopterygii",28,41,-67,1485,27,35.7242756133868,-0.0182112850669799,23.2822471896158,0.0117348992810805,0.136567290509353,0.132332355261555,"VU"
"5245",5245,"Melanogrammus aeglefinus","Unknown","Marine","United Kingdom","Actinopterygii",9,57.6,-14,1489,8,249.362516904732,-0.125489898688969,125.30085937358,0.0629810147221612,0.0817590456122287,0.0814565847317776,"VU"
"5246",5246,"Melanogrammus aeglefinus","Unknown","Marine","Norway, Russian Federation","Actinopterygii",34,74,36,2534,33,24.9419756913029,-0.0127334205746274,15.7243780522179,0.00791352538418921,0.122231601276423,0.117127270530684,"VU"
"5247",5247,"Melanogrammus aeglefinus","Unknown","Marine","Canada","Actinopterygii",8,46.06667,-57,4419,7,-288.292517006803,0.14421768707483,170.534778969854,0.0852673184288581,0.134772685575161,0.134608508715716,"VU"
"5248",5248,"Melanogrammus aeglefinus","Unknown","Marine","Canada","Actinopterygii",27,43,-65.3,1484,26,74.5392116667372,-0.037630582592383,26.6804573244334,0.0134510895281935,0.00965021689517068,0.00956356541899032,"VU"
"5249",5249,"Melanogrammus aeglefinus","Unknown","Marine","Iceland","Actinopterygii",31,66.52417,-19.38972,2327,30,-48.5252745501155,0.0242340177087502,20.2615235480868,0.010158589344339,0.023070601731564,0.0235682659540061,"VU"
"5250",5250,"Melanogrammus aeglefinus","Unknown","Marine","Norway, Russian Federation, International Waters","Actinopterygii",44,71.50722,15.33222,1488,43,-47.2374174691694,0.0235140232626727,8.58052994105056,0.00430740340597973,1.90821007774344e-06,2.22501119744464e-06,"VU"
"5251",5251,"Melanogrammus aeglefinus","Unknown","Marine","United Kingdom","Actinopterygii",22,57.6,-14,17416,21,109.226947258396,-0.0545603718690582,25.1645183364604,0.0125633451557797,0.000287816244984684,0.000286232527316529,"VU"
"5252",5252,"Melanogrammus aeglefinus","Unknown","Marine","Canada","Actinopterygii",22,45,-50,4420,19,-19.7586358057164,0.00961287431566235,34.2509032664986,0.0172589089932138,0.570793461477091,0.584042960206477,"VU"
"5253",5253,"Melanogrammus aeglefinus","Unknown","Marine","Canada","Actinopterygii",17,45,-50,4421,16,-5.76015365270865,0.0026389808844528,45.172273150174,0.0225353563715101,0.900121492864333,0.90823499923213,"VU"
"5254",5254,"Melanogrammus aeglefinus","Unknown","Marine","United Kingdom, Netherlands, Germany, Norway, Denmark","Actinopterygii",23,55.63472,2.86417,4657,22,-25.8435507491601,0.0129907305230633,34.3824498383072,0.0173516225285551,0.46022803912864,0.461982865941396,"VU"
"5255",5255,"Melanogrammus aeglefinus","Unknown","Marine","Ireland, United Kingdom, France","Actinopterygii",17,49.64639,-9.21917,1481,16,-163.539085282092,0.0816858563170727,41.0729538223702,0.0205210171555068,0.00107257299098208,0.00107500861007203,"VU"
"5256",5256,"Melanogrammus aeglefinus","Unknown","Marine","United States","Actinopterygii",29,42.20778,-66.62889,1474,22,8.07688137908524,-0.00425661954480875,25.7077945747331,0.0129522755756521,0.756344086474586,0.745536490779804,"VU"
"5257",5257,"Melanogrammus aeglefinus","Unknown","Marine","Canada","Actinopterygii",38,43,-67,4505,37,29.9043721770731,-0.0151598512873601,15.3490892716408,0.00771686453231635,0.0589964981229479,0.0570151397864246,"VU"
"5258",5258,"Melanogrammus aeglefinus","Unknown","Marine","United States","Actinopterygii",28,41.46639,-68.23833,1476,7,55.9651325247526,-0.0282766719987037,45.7682003286737,0.0230580724734213,0.260974005088009,0.259723892742013,"VU"
"5259",5259,"Melanogrammus aeglefinus","Unknown","Marine","Canada","Actinopterygii",17,44.1,-59,1482,16,-120.120196371782,0.0606235150118898,54.6178067780334,0.0276055693693363,0.0429057362660734,0.0431748481860729,"VU"
"5260",5260,"Meleagris gallopavo","Boreal forests/taiga","Terrestrial","Canada","Aves",44,55.443204,-97.404876,13727,43,-75.6130932312318,0.0376739153072637,7.15547053346931,0.00359202734085206,1.57546644693713e-13,1.99154279908821e-13,"LC"
"5261",5261,"Meleagris gallopavo","Boreal forests/taiga","Terrestrial","Canada","Aves",44,51.433288,-87.125633,13728,43,-45.7804278668748,0.0225840110247907,7.66524501982711,0.00384793278887271,4.00952405637732e-07,5.66608224940833e-07,"LC"
"5262",5262,"Meleagris gallopavo","Boreal forests/taiga","Terrestrial","Canada","Aves",44,52.941847,-73.107078,13729,43,-53.557109624006,0.0265122164390353,7.77240525609115,0.00390172694492606,1.85306496656091e-08,2.55085563199082e-08,"LC"
"5263",5263,"Meleagris gallopavo","Temperate broadleaf and mixed forests","Terrestrial","United States, Canada","Aves",41,48.99722,-97.22917,2929,40,-81.375731927825,0.0406041686409322,7.54013682552218,0.00378799147602477,2.04709627692915e-13,2.5098809537327e-13,"LC"
"5264",5264,"Meleagris gallopavo","Boreal forests/taiga","Terrestrial","Canada","Aves",44,60.108611,-113.6425,13528,43,-48.5872722649841,0.0240046757209229,7.39781759969758,0.00371368492909806,5.45528900378602e-08,7.72720215766025e-08,"LC"
"5265",5265,"Meleagris gallopavo","Temperate coniferous forests","Terrestrial","Canada","Aves",34,56.159482,-125.441985,18138,33,2.83737317149076,-0.00165577342047927,13.7294212681853,0.00687493525042449,0.837542370046437,0.811167630702191,"LC"
"5266",5266,"Meles meles","Mediterranean forests woodlands and scrub","Terrestrial","Spain","Mammalia",14,41.15,-5.03333,10421,13,-223.387993920983,0.11170212765958,41.5140121308547,0.0207673412547411,0.000125145503462244,0.000125637240316664,"LC"
"5267",5267,"Meles meles","Temperate broadleaf and mixed forests","Terrestrial","United Kingdom","Mammalia",9,51.77861,-1.33556,6085,8,-491.312530712527,0.246683046683045,48.8463670148126,0.0245273995536841,8.127398472821e-06,8.13268203779789e-06,"LC"
"5268",5268,"Meles meles","Temperate broadleaf and mixed forests","Terrestrial","Netherlands","Mammalia",18,52.15028,5.15083,11299,17,-183.211278195489,0.0918546365914787,23.4631100829493,0.0117786251951055,5.06847844913476e-07,5.15737382952177e-07,"LC"
"5269",5269,"Meles meles","Temperate broadleaf and mixed forests","Terrestrial","Poland","Mammalia",16,51.815355,19.887792,11300,8,-210.028481012664,0.105859534503882,55.1994594853806,0.0277788175259047,0.00520023970071318,0.00515675552772342,"LC"
"5270",5270,"Melithreptus lunatus","Temperate grasslands savannas and shrublands","Terrestrial","Australia","Aves",28,-34.35,143.95,8766,27,63.6115423575938,-0.0319128564490391,22.3714954238212,0.0112362119046376,0.00840331934666767,0.00846900208528603,"LC"
"5271",5271,"Melithreptus lunatus","Temperate broadleaf and mixed forests","Terrestrial","Australia","Aves",29,-32.84972,150.14639,8692,28,110.864175529159,-0.0557759189318867,13.4866022014478,0.0067720184918102,6.01762791422193e-09,5.78847637709284e-09,"LC"
"5272",5272,"Melospiza georgiana","Boreal forests/taiga","Terrestrial","Canada","Aves",44,60.108611,-113.6425,13598,43,-60.1923669516348,0.0299899947497202,5.14738606418604,0.00258397423202196,6.07508731817475e-15,7.77960679002875e-15,"LC"
"5273",5273,"Melospiza georgiana","Boreal forests/taiga","Terrestrial","Canada","Aves",44,54,-72,3922,43,6.49296142763803,-0.00341270606381955,8.20154081344533,0.00411715186320891,0.432895352619591,0.411738791475697,"LC"
"5274",5274,"Melospiza georgiana","Temperate coniferous forests","Terrestrial","Canada","Aves",42,56.159482,-125.441985,14162,41,80.5200905770156,-0.0406409510887124,5.56306280596444,0.0027940506026159,1.03830823506838e-17,8.76157445351568e-18,"LC"
"5275",5275,"Melospiza georgiana","Temperate grasslands savannas and shrublands","Terrestrial","Canada","Aves",42,55,-115,3918,41,-38.8409451760534,0.0192652215627841,7.48526967457513,0.00375947979997026,6.09486653383165e-06,7.50945285170509e-06,"LC"
"5276",5276,"Melospiza georgiana","Temperate broadleaf and mixed forests","Terrestrial","Canada","Aves",44,46.5,-66.75,3919,43,-2.28125524014843,0.00109713738172232,12.3549792018451,0.00620216698274474,0.854377484017014,0.860420817683044,"LC"
"5277",5277,"Melospiza georgiana","Temperate broadleaf and mixed forests","Terrestrial","Canada","Aves",42,45,-63,3920,41,-17.3545215370736,0.00870980075174217,11.3125284708721,0.00568172211848149,0.13268699491585,0.132968867196537,"LC"
"5278",5278,"Melospiza georgiana","Boreal forests/taiga","Terrestrial","Canada","Aves",40,53.003392,-60.79843,14164,39,89.4996188513214,-0.0449820876478393,4.07076051492578,0.00204146883106736,1.39507600612093e-23,1.28883430234268e-23,"LC"
"5279",5279,"Melospiza georgiana","Boreal forests/taiga","Terrestrial","Canada","Aves",42,55.410147,-105.758445,14167,41,-78.4636984462573,0.039204335715964,4.14390410343759,0.00207918904881237,7.00981138249031e-22,8.18048922378483e-22,"LC"
"5280",5280,"Melospiza georgiana","Boreal forests/taiga","Terrestrial","Canada","Aves",44,50,-86,3921,43,-84.0776195972812,0.0420802872899834,3.61927695635325,0.00181686748908089,5.77788013805611e-26,6.51251588811833e-26,"LC"
"5281",5281,"Melospiza georgiana","Boreal forests/taiga","Terrestrial","Canada","Aves",44,55.443204,-97.404876,14163,43,-79.9697684762904,0.0399716225803183,4.29950422320905,0.00215833978347582,3.49747622327033e-22,4.12713733897236e-22,"LC"
"5282",5282,"Melospiza georgiana","Boreal forests/taiga","Terrestrial","Canada","Aves",40,64.407745,-120.52011,14165,39,-43.7790114445495,0.0217212268113659,7.42289794758569,0.00372255128756115,7.18077943836775e-07,8.77812234512725e-07,"LC"
"5283",5283,"Melospiza georgiana","Temperate grasslands savannas and shrublands","Terrestrial","United States, Canada","Aves",41,48.99722,-97.22917,3201,40,-94.4168058685075,0.0472936857747989,5.58193139088893,0.00280423406334911,7.9278380785773e-20,8.79150896987485e-20,"LC"
"5284",5284,"Melospiza georgiana","Temperate broadleaf and mixed forests","Terrestrial","Canada","Aves",44,45.290147,-62.735984,14166,43,-32.8118155467723,0.0164918752744841,10.2658882766776,0.00515344884665183,0.00261044484007561,0.00258168714600661,"LC"
"5285",5285,"Melospiza lincolnii","Temperate broadleaf and mixed forests","Terrestrial","Canada","Aves",44,45.290147,-62.735984,14171,43,59.8673417403855,-0.0301574753748668,8.04631894150187,0.00403923089276942,2.98116326861388e-09,2.73737309500796e-09,"LC"
"5286",5286,"Melospiza lincolnii","Boreal forests/taiga","Terrestrial","Canada","Aves",44,54,-72,3928,43,88.685326895082,-0.0445804324418317,2.40079782837931,0.00120519417962239,3.28589289433654e-34,3.10452824010088e-34,"LC"
"5287",5287,"Melospiza lincolnii","Temperate grasslands savannas and shrublands","Terrestrial","Canada","Aves",44,55,-125,3924,43,-54.0150464227524,0.0270045809812512,10.3137656592673,0.00517748316647275,4.63932215255194e-06,4.97906276079913e-06,"LC"
"5288",5288,"Melospiza lincolnii","Boreal forests/taiga","Terrestrial","Canada","Aves",44,60.108611,-113.6425,13599,43,28.5612848789159,-0.0144097600448166,12.6734670515681,0.0063620470435434,0.029372709848027,0.0286109410454429,"LC"
"5289",5289,"Melospiza lincolnii","Boreal forests/taiga","Terrestrial","Canada","Aves",44,55.443204,-97.404876,14168,43,29.2101867026575,-0.0145698769240657,11.3885510936347,0.00571702262062036,0.0138944535374685,0.0144715833138392,"LC"
"5290",5290,"Melospiza lincolnii","Boreal forests/taiga","Terrestrial","Canada","Aves",40,64.407745,-120.52011,14170,39,71.5608013937312,-0.0357433217189329,8.83056791348733,0.00442849170072993,6.88516108844007e-10,7.60700748116807e-10,"LC"
"5291",5291,"Melospiza lincolnii","Boreal forests/taiga","Terrestrial","Canada","Aves",44,50,-86,3927,43,12.4039166367231,-0.0062223020721045,12.1959945164323,0.0061223570898651,0.314818976155674,0.315159445238681,"LC"
"5292",5292,"Melospiza lincolnii","Temperate broadleaf and mixed forests","Terrestrial","Canada","Aves",44,46.5,-66.75,3925,43,66.0056484746438,-0.0332300089110482,7.75919688369374,0.0038950963768093,9.19108800768548e-11,8.49645806562397e-11,"LC"
"5293",5293,"Melospiza lincolnii","Temperate grasslands savannas and shrublands","Terrestrial","Canada","Aves",42,55,-115,3923,41,-20.3025247962072,0.0102236163397122,10.5740465946634,0.00531081928973226,0.0618292124213692,0.0611793011560055,"LC"
"5294",5294,"Melospiza lincolnii","Temperate grasslands savannas and shrublands","Terrestrial","United States, Canada","Aves",41,48.99722,-97.22917,3200,40,81.0168726772563,-0.0407675316119699,6.14012858540129,0.00308465950703559,3.71253644428294e-16,3.51942496317746e-16,"LC"
"5295",5295,"Melospiza lincolnii","Tundra","Terrestrial","Canada","Aves",41,63.748366,-136.036766,14173,40,-94.7148281343741,0.0474333841926722,2.97619426347086,0.0014929216209789,5.01972730963047e-30,5.34576101124196e-30,"LC"
"5296",5296,"Melospiza lincolnii","Boreal forests/taiga","Terrestrial","Canada","Aves",40,53.003392,-60.79843,14169,39,98.5401500938118,-0.0494371482176376,2.77721522943847,0.00139276145262689,2.67406563928677e-31,2.63404460436029e-31,"LC"
"5297",5297,"Melospiza lincolnii","Boreal forests/taiga","Terrestrial","Canada","Aves",42,55.410147,-105.758445,14172,41,80.2643773432381,-0.0403144678367623,4.68086957903241,0.00234860955386723,2.61628228599481e-20,2.51942108500963e-20,"LC"
"5298",5298,"Melospiza lincolnii","Temperate broadleaf and mixed forests","Terrestrial","Canada","Aves",42,45,-63,3926,41,60.8985066430107,-0.0306870747907443,8.82860408670916,0.00443417006586365,2.29703053644852e-08,2.13329252206032e-08,"LC"
"5299",5299,"Melospiza melodia","Boreal forests/taiga","Terrestrial","Canada","Aves",44,60.108611,-113.6425,13600,43,77.4348436051336,-0.0389767237593325,4.94023326270509,0.0024799840718818,2.17017153169643e-19,1.96602358861244e-19,"LC"
"5300",5300,"Melospiza melodia","Temperate broadleaf and mixed forests","Terrestrial","Canada","Aves",44,45.290147,-62.735984,14175,43,-29.124500262088,0.0147137574907561,8.9149804002177,0.00447529665463048,0.0021402719790206,0.00201773328527829,"LC"
"5301",5301,"Melospiza melodia","Boreal forests/taiga","Terrestrial","Canada","Aves",44,55,-97,3931,43,-37.1750223426115,0.0187438385066845,10.2249345486743,0.00513289018317753,0.000736140830984564,0.000702070062269421,"LC"
"5302",5302,"Melospiza melodia","Temperate broadleaf and mixed forests","Terrestrial","Canada","Aves",42,45,-63,3933,41,-19.4794354734866,0.0098426902104567,9.55805301355756,0.00480053609204857,0.0480350400295817,0.0467623444891188,"LC"
"5303",5303,"Melospiza melodia","Temperate coniferous forests","Terrestrial","Canada","Aves",44,55,-125,3930,43,83.345928948969,-0.0418508164001272,3.40248887540734,0.00170804044405482,6.91151746893095e-27,6.83638976058414e-27,"LC"
"5304",5304,"Melospiza melodia","Boreal forests/taiga","Terrestrial","Canada","Aves",44,50,-86,3934,43,56.9431336206576,-0.0287309349947523,7.59308083920808,0.00381170656047847,2.45295375151206e-09,2.16225321340811e-09,"LC"
"5305",5305,"Melospiza melodia","Boreal forests/taiga","Terrestrial","Canada","Aves",38,53.003392,-60.79843,14174,37,-96.2705056582168,0.0481822088526007,4.88731227213311,0.00244974160560255,3.31068094875025e-21,3.48459513799651e-21,"LC"
"5306",5306,"Melospiza melodia","Boreal forests/taiga","Terrestrial","Canada","Aves",44,54,-106,3936,43,67.9759914218413,-0.034200845268039,7.28333563641471,0.00365621528538658,6.71899647448483e-12,6.29175616192078e-12,"LC"
"5307",5307,"Melospiza melodia","Tundra","Terrestrial","Canada","Aves",44,63.748366,-136.036766,18193,43,-31.0430039525693,0.0153227931488802,7.82034076540307,0.00392579044420828,0.000269116117180466,0.000329661964914573,"LC"
"5308",5308,"Melospiza melodia","Temperate grasslands savannas and shrublands","Terrestrial","United States, Canada","Aves",41,48.99722,-97.22917,3199,40,69.1297800545654,-0.0347830695758222,8.1060822959311,0.00407230947547372,1.54282562493201e-10,1.48155702080771e-10,"LC"
"5309",5309,"Melospiza melodia","Boreal forests/taiga","Terrestrial","Canada","Aves",44,55,-115,3929,43,72.7017230093428,-0.0366230098836361,4.86604648986017,0.00244274250752316,1.24716169749139e-18,1.09975375605762e-18,"LC"
"5310",5310,"Melospiza melodia","Temperate broadleaf and mixed forests","Terrestrial","Canada","Aves",44,46.5,-66.75,3932,43,57.6486166007906,-0.0290513833992095,6.18639786542887,0.00310555541666597,7.0293018213015e-12,6.2822835652597e-12,"LC"
"5311",5311,"Melospiza melodia","Boreal forests/taiga","Terrestrial","Canada","Aves",44,54,-72,3935,43,82.8208435966471,-0.0416795554791775,3.1519928244623,0.00158229208696757,4.07174580434657e-28,3.68057835411071e-28,"LC"
"5312",5312,"Melospiza melodia","Temperate coniferous forests","Terrestrial","Canada","Aves",12,48.63333,-123.28333,3336,11,-145.030769230772,0.0732600732600744,84.7251855094295,0.0427688209909078,0.114949601747508,0.114731736829869,"LC"
"5313",5313,"Melozone aberti","Temperate broadleaf and mixed forests","Terrestrial","United States, Canada","Aves",41,48.99722,-97.22917,3177,40,-91.8550171840435,0.0460625420407832,3.45165984032691,0.00173403458794527,4.68281256980709e-27,5.01482228852671e-27,"LC"
"5314",5314,"Melozone crissalis","Temperate broadleaf and mixed forests","Terrestrial","United States, Canada","Aves",41,48.99722,-97.22917,3176,40,58.2991561646181,-0.0292904184338562,11.9406156387457,0.00599869091300266,1.72090366050351e-05,1.71884536797867e-05,"LC"
"5315",5315,"Melozone fuscus","Temperate broadleaf and mixed forests","Terrestrial","United States, Canada","Aves",41,48.99722,-97.22917,3175,40,84.3126137011813,-0.0424136188792024,3.9991654723793,0.00200908883633372,2.8299096753642e-23,2.69357824886243e-23,NA
"5316",5316,"Menidia menidia","Temperate coastal rivers","Freshwater","United States","Actinopterygii",20,41.16667,-74,9267,19,-96.1000865800868,0.0481038961038962,41.4084560498535,0.0208081730403068,0.0315763648316075,0.0321659793006867,"LC"
